damage_level,image_path,num_detections,centroids
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00237.jpg,1,"[(352.77105712890625, 203.8809356689453)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00238.jpg,1,"[(359.04522705078125, 192.57666015625)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00239.jpg,1,"[(353.6014099121094, 170.95758056640625)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00240.jpg,1,"[(355.0594482421875, 167.8140869140625)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00241.jpg,1,"[(353.5333251953125, 199.10531616210938)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00242.jpg,1,"[(362.47198486328125, 203.51309204101562)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00243.jpg,1,"[(366.05816650390625, 186.2182159423828)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00244.jpg,2,"[(362.5918273925781, 161.52554321289062), (359.3280029296875, 203.12777709960938)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00245.jpg,1,"[(355.78314208984375, 192.13180541992188)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00246.jpg,1,"[(334.478271484375, 167.16693115234375)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00247.jpg,1,"[(355.00360107421875, 201.38409423828125)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00248.jpg,1,"[(340.741455078125, 165.417724609375)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00249.jpg,1,"[(360.367431640625, 195.33316040039062)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00250.jpg,1,"[(364.5230407714844, 176.4675750732422)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00251.jpg,1,"[(364.6385803222656, 185.10548400878906)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00252.jpg,1,"[(355.83709716796875, 182.92437744140625)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00253.jpg,1,"[(341.95916748046875, 154.44984436035156)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00254.jpg,1,"[(362.73309326171875, 165.18368530273438)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00255.jpg,1,"[(357.69195556640625, 181.37049865722656)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00256.jpg,1,"[(358.19573974609375, 174.93397521972656)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00257.jpg,1,"[(354.4410400390625, 177.00881958007812)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00258.jpg,1,"[(351.97344970703125, 186.04124450683594)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00259.jpg,1,"[(353.0611572265625, 209.46990966796875)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00260.jpg,1,"[(352.9766845703125, 186.25079345703125)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00261.jpg,1,"[(349.9788818359375, 208.28106689453125)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00262.jpg,1,"[(357.62005615234375, 209.79742431640625)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00263.jpg,1,"[(359.249267578125, 190.88230895996094)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00264.jpg,1,"[(352.6051330566406, 181.9823455810547)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00265.jpg,1,"[(348.53924560546875, 151.33352661132812)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00266.jpg,1,"[(364.6624755859375, 161.153564453125)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00267.jpg,1,"[(361.243408203125, 189.89134216308594)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00268.jpg,1,"[(359.879638671875, 171.70265197753906)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00269.jpg,1,"[(351.0208740234375, 150.66029357910156)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00270.jpg,1,"[(344.565185546875, 181.0803985595703)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00271.jpg,1,"[(356.06976318359375, 177.20562744140625)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00272.jpg,1,"[(355.6959228515625, 176.0281982421875)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00273.jpg,1,"[(351.3646240234375, 163.80792236328125)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00274.jpg,1,"[(358.572265625, 192.59068298339844)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00275.jpg,1,"[(362.231201171875, 184.4129638671875)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00276.jpg,1,"[(350.8046569824219, 163.0256805419922)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00277.jpg,1,"[(355.8298034667969, 175.76161193847656)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00278.jpg,1,"[(337.68890380859375, 151.82583618164062)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00279.jpg,1,"[(348.85089111328125, 196.0341033935547)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00280.jpg,1,"[(343.8167724609375, 163.4307098388672)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00281.jpg,1,"[(353.64410400390625, 185.55242919921875)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00282.jpg,1,"[(345.83154296875, 152.32815551757812)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00283.jpg,1,"[(352.73309326171875, 159.6295166015625)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00284.jpg,1,"[(357.9824523925781, 182.78561401367188)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00285.jpg,1,"[(349.32220458984375, 166.6145477294922)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00286.jpg,1,"[(357.38421630859375, 180.15350341796875)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00287.jpg,1,"[(356.3323669433594, 195.88265991210938)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00288.jpg,1,"[(342.04876708984375, 173.4627685546875)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00289.jpg,1,"[(362.94354248046875, 205.370849609375)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00290.jpg,1,"[(364.08380126953125, 178.29702758789062)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00291.jpg,1,"[(350.6314697265625, 188.6101531982422)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00292.jpg,1,"[(357.1751708984375, 200.75830078125)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00293.jpg,1,"[(350.6585388183594, 182.4848175048828)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00294.jpg,1,"[(349.87786865234375, 161.03738403320312)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00295.jpg,1,"[(350.4295654296875, 193.22996520996094)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00296.jpg,1,"[(342.38299560546875, 168.88302612304688)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00297.jpg,1,"[(352.57208251953125, 196.8000946044922)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00298.jpg,1,"[(348.0481262207031, 157.93325805664062)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00299.jpg,1,"[(355.6094970703125, 179.1616668701172)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00300.jpg,1,"[(349.9460144042969, 183.4839630126953)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00301.jpg,1,"[(351.13671875, 178.9367218017578)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00302.jpg,1,"[(350.36492919921875, 168.52191162109375)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00303.jpg,1,"[(346.54071044921875, 165.52505493164062)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00304.jpg,1,"[(353.4693908691406, 179.009033203125)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00305.jpg,1,"[(348.4591979980469, 174.26803588867188)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00306.jpg,1,"[(355.7291564941406, 181.6473388671875)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00307.jpg,1,"[(350.08453369140625, 183.5346221923828)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00308.jpg,1,"[(360.6766052246094, 161.9495849609375)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00309.jpg,1,"[(359.36712646484375, 164.295654296875)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00310.jpg,1,"[(351.65936279296875, 207.58001708984375)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00311.jpg,1,"[(356.7128601074219, 200.40567016601562)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00312.jpg,1,"[(349.67376708984375, 176.6333770751953)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00313.jpg,1,"[(334.76153564453125, 157.55540466308594)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00314.jpg,1,"[(360.0249938964844, 201.75927734375)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00315.jpg,1,"[(358.56195068359375, 179.9095001220703)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00316.jpg,1,"[(362.7093811035156, 153.7654571533203)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00317.jpg,1,"[(360.1491394042969, 163.09661865234375)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00318.jpg,1,"[(355.2230529785156, 204.50912475585938)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00319.jpg,1,"[(358.19561767578125, 202.87307739257812)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00320.jpg,1,"[(353.1396484375, 172.6107177734375)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00321.jpg,1,"[(353.38751220703125, 157.56874084472656)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00322.jpg,1,"[(357.73297119140625, 195.29908752441406)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00323.jpg,1,"[(350.57501220703125, 156.24246215820312)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00324.jpg,1,"[(350.6015625, 175.20138549804688)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00325.jpg,1,"[(354.008544921875, 199.34869384765625)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00326.jpg,1,"[(345.98663330078125, 185.1619873046875)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00327.jpg,1,"[(339.0771484375, 154.55474853515625)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00328.jpg,1,"[(341.04254150390625, 157.35104370117188)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00329.jpg,1,"[(355.91717529296875, 176.60243225097656)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00330.jpg,1,"[(351.8548583984375, 182.33421325683594)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00331.jpg,1,"[(350.9128723144531, 171.6969451904297)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00332.jpg,1,"[(341.4119873046875, 150.7014923095703)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00333.jpg,1,"[(359.0166015625, 191.9592742919922)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00334.jpg,1,"[(352.77593994140625, 177.70535278320312)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00335.jpg,1,"[(350.0104064941406, 178.17147827148438)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00336.jpg,1,"[(361.2259521484375, 166.8989715576172)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00337.jpg,1,"[(350.65753173828125, 164.56497192382812)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00338.jpg,1,"[(360.1939697265625, 174.72946166992188)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00339.jpg,1,"[(358.9306945800781, 160.00338745117188)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00340.jpg,1,"[(360.61737060546875, 171.54879760742188)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00341.jpg,1,"[(346.94921875, 162.29168701171875)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00342.jpg,1,"[(356.0784606933594, 177.78575134277344)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00343.jpg,1,"[(352.79156494140625, 170.26708984375)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00344.jpg,1,"[(346.734619140625, 155.9429931640625)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00345.jpg,1,"[(349.0434875488281, 172.592041015625)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00346.jpg,1,"[(355.0296936035156, 169.87086486816406)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00347.jpg,1,"[(347.63995361328125, 165.93580627441406)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00348.jpg,1,"[(337.1396789550781, 153.60240173339844)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00349.jpg,1,"[(347.98504638671875, 191.33419799804688)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00350.jpg,1,"[(357.61212158203125, 190.17283630371094)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00351.jpg,1,"[(340.94921875, 153.6995391845703)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00352.jpg,1,"[(358.1964111328125, 157.55810546875)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00353.jpg,1,"[(356.5409851074219, 191.85507202148438)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00354.jpg,1,"[(352.0908203125, 161.68331909179688)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00355.jpg,1,"[(349.83233642578125, 168.57650756835938)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00356.jpg,1,"[(357.36419677734375, 200.18458557128906)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00357.jpg,1,"[(356.359130859375, 196.11915588378906)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00358.jpg,1,"[(356.82427978515625, 173.87405395507812)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00359.jpg,1,"[(348.1392517089844, 162.9409942626953)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00360.jpg,1,"[(353.81378173828125, 168.6512451171875)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00361.jpg,1,"[(363.75604248046875, 189.47311401367188)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00362.jpg,1,"[(361.8853759765625, 172.53611755371094)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00363.jpg,2,"[(349.7679748535156, 152.99464416503906), (348.1966552734375, 198.0622100830078)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00364.jpg,1,"[(340.76190185546875, 181.38330078125)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00365.jpg,1,"[(365.05364990234375, 204.38951110839844)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00366.jpg,1,"[(364.7773132324219, 187.7685546875)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00367.jpg,1,"[(364.2314453125, 155.82754516601562)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00368.jpg,1,"[(346.81732177734375, 210.7378692626953)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00369.jpg,1,"[(354.68487548828125, 193.9094696044922)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00370.jpg,1,"[(338.74822998046875, 161.69361877441406)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00371.jpg,2,"[(335.36151123046875, 157.02444458007812), (349.315673828125, 192.73568725585938)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00372.jpg,1,"[(343.9554443359375, 169.68104553222656)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00373.jpg,1,"[(343.22845458984375, 167.9286346435547)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00374.jpg,1,"[(347.4683837890625, 164.84671020507812)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00375.jpg,1,"[(335.74609375, 155.47889709472656)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00376.jpg,1,"[(340.53912353515625, 167.39759826660156)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00377.jpg,1,"[(358.6031494140625, 176.22390747070312)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00378.jpg,1,"[(357.5812072753906, 164.30862426757812)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00379.jpg,1,"[(341.60211181640625, 180.78472900390625)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00380.jpg,1,"[(346.5634765625, 175.81919860839844)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00381.jpg,1,"[(342.13165283203125, 166.83595275878906)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00382.jpg,1,"[(355.53680419921875, 178.850341796875)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00383.jpg,2,"[(346.294677734375, 145.8085174560547), (354.38763427734375, 186.9871063232422)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00384.jpg,1,"[(351.48333740234375, 188.94317626953125)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00385.jpg,1,"[(351.4243469238281, 174.7256622314453)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00386.jpg,1,"[(358.9772644042969, 147.60369873046875)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00387.jpg,1,"[(353.243408203125, 206.82708740234375)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00388.jpg,1,"[(355.5276794433594, 192.20249938964844)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00389.jpg,1,"[(327.30535888671875, 145.53134155273438)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00390.jpg,1,"[(349.2163391113281, 189.95413208007812)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00391.jpg,1,"[(341.8545837402344, 157.9031982421875)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00392.jpg,1,"[(352.68743896484375, 182.55953979492188)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00393.jpg,1,"[(360.8465881347656, 173.25938415527344)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00394.jpg,1,"[(345.0525207519531, 177.73065185546875)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00395.jpg,1,"[(357.8404541015625, 188.9066619873047)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00396.jpg,1,"[(347.1296691894531, 168.79953002929688)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00397.jpg,1,"[(344.79437255859375, 192.04095458984375)]"
5cm,K:\Infrared flame recognition\flame\数据\Retinex\5cm\frame_00398.jpg,1,"[(342.852294921875, 160.87799072265625)]"
